history_id,occurred_at_kst,inserted_at_kst,date_kst,week_start_kst,month_kst,record_class,brand,brand_name,method,path,source,user_hash,query,query_normalized,query_length,matched,score,faq_id,faq_question,category_id,category_name,answer_type,selected_model,query_corrected,typo_corrections,explicit_handoff_utterance
110,2026-05-26T20:40:47.47,2026-05-26T20:40:47.535522,2026-05-26,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/skill/faq,kakao_unified_skill,629ec2d7c9814dbc,AS 수거와 검수 기간은 얼마나 걸리나요?,as 수거와 검수 기간은 얼마나 걸리나요,23,true,420,as-pickup-time,AS 수거와 검수 기간은 얼마나 걸리나요?,as-service,AS/수리,common,,,[],false
111,2026-05-27T09:11:20.076,2026-05-27T09:11:20.420881,2026-05-27,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,629ec2d7c9814dbc,,,0,false,0,,,,,common,,,[],false
112,2026-05-27T09:11:23.167,2026-05-27T09:11:23.191593,2026-05-27,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,629ec2d7c9814dbc,안녕하세요,안녕하세요,5,true,200,base-greeting,인사말,base,기본 응답,common,,,[],false
113,2026-05-27T10:08:29.076,2026-05-27T10:08:29.184316,2026-05-27,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,61b49f8be408f215,문의,문의,2,false,0,,,,,common,,,[],false
114,2026-05-27T13:37:20.699,2026-05-27T13:37:20.817335,2026-05-27,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,22c63e5c3574ec51,공구로방금 현금구매를했는데 필터는 같이 못해서 따로구매가힘들까요. 취소하고 구매가힘들것같아서요,공구로방금 현금구매를했는데 필터는 같이 못해서 따로구매가힘들까요 취소하고 구매가힘들것같아서요,52,true,103,woods-필터는-어디에서-구매하나요,필터는 어디에서 구매하나요?,filter,필터 관리 / 구매,per_model,,,[],false
115,2026-05-27T13:37:24.414,2026-05-27T13:37:24.470649,2026-05-27,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,22c63e5c3574ec51,SW22FW 필터는 어디에서 구매하나요?,sw22fw 필터는 어디에서 구매하나요,22,true,206,woods-필터는-어디에서-구매하나요,필터는 어디에서 구매하나요?,filter,필터 관리 / 구매,per_model,SW22FW,,[],false
116,2026-05-27T13:38:09.971,2026-05-27T13:38:10.075642,2026-05-27,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,22c63e5c3574ec51,공구가로요 별주부님 인스타로구매했어요,공구가로요 별주부님 인스타로구매했어요,20,false,0,,,,,common,,,[],false
117,2026-05-28T03:42:20.49,2026-05-28T03:42:21.062726,2026-05-28,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,2e575529e6bc0a33,다리미판은 따로 배송 되나요?,다리미판은 따로 배송 되나요,16,false,0,,,,,common,,,[],false
118,2026-05-28T03:42:30.126,2026-05-28T03:42:30.753573,2026-05-28,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,2e575529e6bc0a33,정품 등록은 어디서 하나요?,정품 등록은 어디서 하나요,15,true,420,common-product-registration,정품 등록은 어디서 하나요?,common,공통 사용/관리,common,,,[],false
119,2026-05-28T10:08:33.408,2026-05-28T10:08:33.446604,2026-05-28,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,bf1c6ba77c9f462d,안녕하세요. 주문번호2026052677850731 관련해서 문의드립니다.,안녕하세요 주문번호2026052677850731 관련해서 문의드립니다,40,false,0,,,,,common,,,[],false
120,2026-05-28T11:19:14.942,2026-05-28T11:19:15.062449,2026-05-28,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,bf42aee9f86547c9,,,0,false,0,,,,,common,,,[],false
121,2026-05-28T11:19:51.609,2026-05-28T11:19:51.642839,2026-05-28,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,bf42aee9f86547c9,.,,1,false,0,,,,,common,,,[],false
122,2026-05-28T11:24:04.678,2026-05-28T11:24:04.82521,2026-05-28,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,bf42aee9f86547c9,,,0,false,0,,,,,common,,,[],false
123,2026-05-28T11:24:15.076,2026-05-28T11:24:15.114626,2026-05-28,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,bf42aee9f86547c9,작동이 안돼요,작동이 안돼요,7,true,258,woods-작동이-안돼요,작동이 안돼요,troubleshoot,문제 해결,per_model,,,[],false
124,2026-05-28T11:24:18.136,2026-05-28T11:24:18.190202,2026-05-28,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,bf42aee9f86547c9,SW22FW 작동이 안돼요,sw22fw 작동이 안돼요,14,true,98,woods-작동이-안돼요,작동이 안돼요,troubleshoot,문제 해결,per_model,SW22FW,,[],false
125,2026-05-28T11:24:36.866,2026-05-28T11:24:36.906588,2026-05-28,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,bf42aee9f86547c9,AS접수는 어디에서 하나요?,as 접수는 어디에서 하나요,15,true,330,woods-AS접수는-어디에서-하나요,AS접수는 어디에서 하나요?,usage,사용 방법 / 제품 정보,common,,,[],false
126,2026-05-28T11:28:08.892,2026-05-28T11:28:08.999879,2026-05-28,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/skill/faq,kakao_unified_skill,629ec2d7c9814dbc,.,,1,false,0,,,,,common,,,[],false
127,2026-05-28T11:28:10.364,2026-05-28T11:28:10.402621,2026-05-28,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/skill/faq,kakao_unified_skill,629ec2d7c9814dbc,어떤 물을 사용해야 하나요?,어떤 물을 사용해야 하나요,15,true,502,common-water-type,어떤 물을 사용해야 하나요?,common,공통 사용/관리,common,,,[],false
128,2026-05-28T11:28:49.183,2026-05-28T11:28:49.225972,2026-05-28,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,629ec2d7c9814dbc,,,0,false,0,,,,,common,,,[],false
129,2026-05-28T11:28:58.074,2026-05-28T11:28:58.106088,2026-05-28,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,629ec2d7c9814dbc,소음,소음,2,true,158,woods-소음이-커요,소음이 커요,troubleshoot,문제 해결,per_model,,,[],false
130,2026-05-28T11:29:01.157,2026-05-28T11:29:01.199078,2026-05-28,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,629ec2d7c9814dbc,WCD4PRO 소음이 커요,wcd4pro 소음이 커요,14,true,158,woods-소음이-커요,소음이 커요,troubleshoot,문제 해결,per_model,WCD4PRO,,[],false
131,2026-05-28T11:29:04.85,2026-05-28T11:29:04.881947,2026-05-28,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,629ec2d7c9814dbc,모델별 스펙 이미지를 볼 수 있나요?,모델별 스펙 이미지를 볼 수 있나요,20,true,374,woods-모델별-스펙-이미지,모델별 스펙 이미지를 볼 수 있나요?,usage,사용 방법 / 제품 정보,per_model,,,[],false
132,2026-05-28T11:29:06.409,2026-05-28T11:29:06.443214,2026-05-28,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,629ec2d7c9814dbc,SW42FW 모델별 스펙 이미지를 볼 수 있나요?,sw42fw 모델별 스펙 이미지를 볼 수 있나요,27,true,248,woods-모델별-스펙-이미지,모델별 스펙 이미지를 볼 수 있나요?,usage,사용 방법 / 제품 정보,per_model,SW42FW,,[],false
133,2026-05-28T15:00:12.615,2026-05-28T15:00:12.737667,2026-05-28,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/skill/faq,kakao_unified_skill,0aa8747fb467b81c,as 문의,as 문의,5,false,0,,,,,common,,,[],false
134,2026-05-28T17:21:54.848,2026-05-28T17:21:54.990022,2026-05-28,2026-05-25,2026-05,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,9f112389a2242e57,https://talk.kakaocdn.net/dna/cpiPLk/dJMcbgKzP2u/vkGOiyNM3qJ3qsLBxqeD9q/talkv_high.mp4?credential=zf3biCPbmWRjbqf40YGePFLewdou7TIK&expires=1874471101&signature=UIT%2B%2B5zWdwwt%2B%2BhsX%2FXZsbuQoAY%3D,https talk kakaocdn net dna cpiplk djmcbgkzp2u vkgoiynm3qj3qslbxqed9q talkv high mp4 credential zf3bicpbmwrjbqf40ygepflewdou7tik expires 1874471101 signature uit 2b 2b5zwdwwt 2b 2bhsx 2fxzsbuqoay 3d,200,true,64,woods-사용-모드별로-어떻게-다른가요,사용 모드별로 어떻게 다른가요?,usage,사용 방법 / 제품 정보,per_model,,,[],false
135,2026-05-29T13:59:27.8,2026-05-29T13:59:28.435547,2026-05-29,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,18d38a601918e0a5,스팀이 안나와요,스팀이 안나와요,8,true,43,lift-no-steam-noisy-water-light,Lift 작동 시 소리가 크고 스팀이 안 나오며 물 부족 경고등이 떠요.,lift,Lift 시리즈,common,,,[],false
136,2026-05-30T16:57:34.863,2026-05-30T16:57:35.305265,2026-05-30,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,2d895f2372993858,스팀으로 다림질했는데 원단이 쪼그라들었어요,스팀으로 다림질했는데 원단이 쪼그라들었어요,23,false,0,,,,,common,,,[],false
137,2026-05-30T16:57:58.591,2026-05-30T16:57:59.267552,2026-05-30,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,2d895f2372993858,다리미판 커버 호환은 어떻게 되나요?,다리미판 커버 호환은 어떻게 되나요,20,true,373,board-cover-compatibility,다리미판 커버 호환은 어떻게 되나요?,board-accessory,다리미판/커버/액세서리,common,,,[],false
138,2026-05-30T16:58:37.34,2026-05-30T16:58:38.040536,2026-05-30,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,2d895f2372993858,원단이 쪼그라들었어요,원단이 쪼그라들었어요,11,false,0,,,,,common,,,[],false
139,2026-05-30T16:58:47.462,2026-05-30T16:58:48.07581,2026-05-30,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,2d895f2372993858,사용 설명서나 영상은 어디서 볼 수 있나요?,사용 설명서나 영상은 어디서 볼 수 있나요,24,true,466,common-manual-video,사용 설명서나 영상은 어디서 볼 수 있나요?,common,공통 사용/관리,common,,,[],false
140,2026-05-30T17:03:03.938,2026-05-30T17:03:04.461417,2026-05-30,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,2d895f2372993858,스팀이 첨에 너무  쌜때 원단이 쪼그라들었어요,스팀이 첨에 너무 쌜때 원단이 쪼그라들었어요,25,false,0,,,,,common,,,[],false
141,2026-05-30T17:03:27.488,2026-05-30T17:03:28.229452,2026-05-30,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,2d895f2372993858,스팀은안나오고 열만 되요,스팀은안나오고 열만 되요,13,false,0,,,,,common,,,[],false
142,2026-05-30T17:03:31.23,2026-05-30T17:03:31.486114,2026-05-30,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,2d895f2372993858,어떤 물을 사용해야 하나요?,어떤 물을 사용해야 하나요,15,true,502,common-water-type,어떤 물을 사용해야 하나요?,common,공통 사용/관리,common,,,[],false
143,2026-05-30T17:03:39.696,2026-05-30T17:03:40.078327,2026-05-30,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,2d895f2372993858,사용 설명서,사용 설명서,6,true,236,common-manual-video,사용 설명서나 영상은 어디서 볼 수 있나요?,common,공통 사용/관리,common,,,[],false
144,2026-05-30T17:05:33.95,2026-05-30T17:05:34.807449,2026-05-30,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,2d895f2372993858,"안녕하세요 이 제품을 드레스샵에서 사용중인데 스팀을 하다가 드레스가 불에 그을린듯이 찝힌자국이 생겼어요
기스라면 한군데만 그럴텐데 똑같은 모양으로 두세개 생겨서 혹시 as신청하면 실제로 기사님이 와서 보시고 진단을 받을 수 있을까요?",안녕하세요 이 제품을 드레스샵에서 사용중인데 스팀을 하다가 드레스가 불에 그을린듯이 찝힌자국이 생겼어요 기스라면 한군데만 그럴텐데 똑같은 모양으로 두세개 생겨서 혹시 as 신청하면 실제로 기사님이 와서 보시고 진단을 받을 수 있을까요,130,true,82,as-smart-boiler-packing,Smart/시스템 제품 보일러통 AS 포장은 어떻게 하나요?,as-service,AS/수리,common,,,[],false
145,2026-05-30T17:16:41.19,2026-05-30T17:16:41.67257,2026-05-30,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,2d895f2372993858,불량이 의심되면 바로 AS 접수해야 하나요?,불량이 의심되면 바로 as 접수해야 하나요,24,true,392,as-before-check,불량이 의심되면 바로 AS 접수해야 하나요?,as-service,AS/수리,common,,,[],false
146,2026-05-30T17:17:01.61,2026-05-30T17:17:02.281377,2026-05-30,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,2d895f2372993858,AS 수거와 검수 기간은 얼마나 걸리나요?,as 수거와 검수 기간은 얼마나 걸리나요,23,true,420,as-pickup-time,AS 수거와 검수 기간은 얼마나 걸리나요?,as-service,AS/수리,common,,,[],false
147,2026-05-30T17:17:15.08,2026-05-30T17:17:15.131772,2026-05-30,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,2d895f2372993858,IGGI AS는 어떻게 진행되나요?,iggi as 는 어떻게 진행되나요,19,true,374,as-iggi-pickup,IGGI AS는 어떻게 진행되나요?,as-service,AS/수리,common,,,[],false
148,2026-05-30T17:17:25.202,2026-05-30T17:17:25.564709,2026-05-30,2026-05-25,2026-05,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,2d895f2372993858,사용 설명서,사용 설명서,6,true,236,common-manual-video,사용 설명서나 영상은 어디서 볼 수 있나요?,common,공통 사용/관리,common,,,[],false
149,2026-06-01T11:41:09.635,2026-06-01T11:41:09.754022,2026-06-01,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,3695d75866ea581c,제품문의 상담,제품문의 상담,7,false,0,,,,,common,,,[],false
150,2026-06-01T12:11:41.215,2026-06-01T12:11:41.840575,2026-06-01,2026-06-01,2026-06,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,dbd26f58c6a7aa96,https://talk.kakaocdn.net/dna/dbjFon/dJMcaExYh01/RV3XLBZQcfstNfNlTEJ0OO/i_36c97ff4880c.png?credential=zf3biCPbmWRjbqf40YGePFLewdou7TIK&expires=1874891500&signature=oGrBTn5Z9iXPXx5cI1e%2FT27MApk%3D,https talk kakaocdn net dna dbjfon djmcaexyh01 rv3xlbzqcfstnfnltej0oo i 36c97ff4880c png credential zf3bicpbmwrjbqf40ygepflewdou7tik expires 1874891500 signature ogrbtn5z9ixpxx5ci1e 2ft27mapk 3d,196,true,103,smart-model-differences,"Smart I, Smart M, Smart U 차이가 무엇인가요?",smart,Smart 시리즈,common,,,[],false
151,2026-06-01T19:59:27.598,2026-06-01T19:59:27.72395,2026-06-01,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,086bc0d42e3d1691,제습기,제습기,3,true,114,woods-저온제습기란-무엇인가요,저온제습기란 무엇인가요?,usage,사용 방법 / 제품 정보,common,,,[],false
152,2026-06-02T10:07:29.676,2026-06-02T10:07:29.799021,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,73450680ba0b96a6,제습기,제습기,3,true,114,woods-저온제습기란-무엇인가요,저온제습기란 무엇인가요?,usage,사용 방법 / 제품 정보,common,,,[],false
153,2026-06-02T10:08:06.237,2026-06-02T10:08:06.280667,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,73450680ba0b96a6,필터는 어디에서 구매하나요?,필터는 어디에서 구매하나요,15,true,366,woods-필터는-어디에서-구매하나요,필터는 어디에서 구매하나요?,filter,필터 관리 / 구매,per_model,,,[],false
154,2026-06-02T10:21:27.299,2026-06-02T10:21:27.417096,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,d27091c1fa3b2ba8,,,0,false,0,,,,,common,,,[],false
155,2026-06-02T10:21:33.872,2026-06-02T10:21:33.920999,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,d27091c1fa3b2ba8,작동이 안돼요,작동이 안돼요,7,true,258,woods-작동이-안돼요,작동이 안돼요,troubleshoot,문제 해결,per_model,,,[],false
156,2026-06-02T10:21:37.157,2026-06-02T10:21:37.196752,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,d27091c1fa3b2ba8,SW42FW 작동이 안돼요,sw42fw 작동이 안돼요,14,true,98,woods-작동이-안돼요,작동이 안돼요,troubleshoot,문제 해결,per_model,SW42FW,,[],false
157,2026-06-02T10:23:34.115,2026-06-02T10:23:34.148674,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,d27091c1fa3b2ba8,모델별 스펙 이미지를 볼 수 있나요?,모델별 스펙 이미지를 볼 수 있나요,20,true,374,woods-모델별-스펙-이미지,모델별 스펙 이미지를 볼 수 있나요?,usage,사용 방법 / 제품 정보,per_model,,,[],false
158,2026-06-02T10:23:43.532,2026-06-02T10:23:43.588956,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,d27091c1fa3b2ba8,SW30FW PRO 모델별 스펙 이미지를 볼 수 있나요?,sw30fw pro 모델별 스펙 이미지를 볼 수 있나요,31,true,282,woods-모델별-스펙-이미지,모델별 스펙 이미지를 볼 수 있나요?,usage,사용 방법 / 제품 정보,per_model,SW30FW PRO,,[],false
159,2026-06-02T10:24:06.103,2026-06-02T10:24:06.13285,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,d27091c1fa3b2ba8,42 맥스기능?,42 맥스기능,8,false,0,,,,,common,,,[],false
160,2026-06-02T10:24:30.258,2026-06-02T10:24:30.286045,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,d27091c1fa3b2ba8,습도 측정,습도 측정,5,false,0,,,,,common,,,[],false
161,2026-06-02T10:24:52.128,2026-06-02T10:24:52.162388,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,d27091c1fa3b2ba8,습도 확인,습도 확인,5,false,0,,,,,common,,,[],false
162,2026-06-02T10:26:01.001,2026-06-02T10:26:01.042816,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,d27091c1fa3b2ba8,작동이 안돼요,작동이 안돼요,7,true,258,woods-작동이-안돼요,작동이 안돼요,troubleshoot,문제 해결,per_model,,,[],false
163,2026-06-02T10:26:03.84,2026-06-02T10:26:03.873044,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,d27091c1fa3b2ba8,SW22FW 작동이 안돼요,sw22fw 작동이 안돼요,14,true,98,woods-작동이-안돼요,작동이 안돼요,troubleshoot,문제 해결,per_model,SW22FW,,[],false
164,2026-06-02T13:09:28.669,2026-06-02T13:09:28.787162,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,b021ee4a63d7f299,,,0,false,0,,,,,common,,,[],false
165,2026-06-02T13:09:31.844,2026-06-02T13:09:31.878894,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,b021ee4a63d7f299,작동이 안돼요,작동이 안돼요,7,true,258,woods-작동이-안돼요,작동이 안돼요,troubleshoot,문제 해결,per_model,,,[],false
166,2026-06-02T13:09:34.96,2026-06-02T13:09:34.998865,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,b021ee4a63d7f299,SW30FW PRO 작동이 안돼요,sw30fw pro 작동이 안돼요,18,true,98,woods-작동이-안돼요,작동이 안돼요,troubleshoot,문제 해결,per_model,SW30FW PRO,,[],false
167,2026-06-02T13:10:17.165,2026-06-02T13:10:17.193922,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,b021ee4a63d7f299,모델별 스펙 이미지를 볼 수 있나요?,모델별 스펙 이미지를 볼 수 있나요,20,true,374,woods-모델별-스펙-이미지,모델별 스펙 이미지를 볼 수 있나요?,usage,사용 방법 / 제품 정보,per_model,,,[],false
168,2026-06-02T13:10:20.343,2026-06-02T13:10:20.384441,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,b021ee4a63d7f299,SW22FW 모델별 스펙 이미지를 볼 수 있나요?,sw22fw 모델별 스펙 이미지를 볼 수 있나요,27,true,248,woods-모델별-스펙-이미지,모델별 스펙 이미지를 볼 수 있나요?,usage,사용 방법 / 제품 정보,per_model,SW22FW,,[],false
169,2026-06-02T13:10:49.745,2026-06-02T13:10:49.785279,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,b021ee4a63d7f299,저온제습기란 무엇인가요?,저온제습기란 무엇인가요,13,true,302,woods-저온제습기란-무엇인가요,저온제습기란 무엇인가요?,usage,사용 방법 / 제품 정보,common,,,[],false
170,2026-06-02T13:11:24.083,2026-06-02T13:11:24.128341,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,b021ee4a63d7f299,필터는 어디에서 구매하나요?,필터는 어디에서 구매하나요,15,true,366,woods-필터는-어디에서-구매하나요,필터는 어디에서 구매하나요?,filter,필터 관리 / 구매,per_model,,,[],false
171,2026-06-02T13:18:35.61,2026-06-02T13:18:35.646159,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,b021ee4a63d7f299,SW42FW 필터는 어디에서 구매하나요?,sw42fw 필터는 어디에서 구매하나요,22,true,206,woods-필터는-어디에서-구매하나요,필터는 어디에서 구매하나요?,filter,필터 관리 / 구매,per_model,SW42FW,,[],false
172,2026-06-02T13:18:41.205,2026-06-02T13:18:41.238394,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,b021ee4a63d7f299,필터를 꼭 써야하나요?,필터를 꼭 써야하나요,12,true,330,woods-필터를-꼭-써야하나요,필터를 꼭 써야하나요?,filter,필터 관리 / 구매,per_model,,,[],false
173,2026-06-02T13:18:45.659,2026-06-02T13:18:45.693667,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,b021ee4a63d7f299,SW42FW 필터를 꼭 써야하나요?,sw42fw 필터를 꼭 써야하나요,19,true,170,woods-필터를-꼭-써야하나요,필터를 꼭 써야하나요?,filter,필터 관리 / 구매,per_model,SW42FW,,[],false
174,2026-06-02T13:18:55.613,2026-06-02T13:18:55.643248,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,b021ee4a63d7f299,어떤 필터를 사용하나요?,어떤 필터를 사용하나요,13,true,366,woods-어떤-필터를-사용하나요,어떤 필터를 사용하나요?,filter,필터 관리 / 구매,per_model,,,[],false
175,2026-06-02T13:18:59.89,2026-06-02T13:18:59.939724,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,b021ee4a63d7f299,WCD4PRO 어떤 필터를 사용하나요?,wcd4pro 어떤 필터를 사용하나요,21,true,206,woods-어떤-필터를-사용하나요,어떤 필터를 사용하나요?,filter,필터 관리 / 구매,per_model,WCD4PRO,,[],false
176,2026-06-02T13:30:03.78,2026-06-02T13:30:04.002206,2026-06-02,2026-06-01,2026-06,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,749c693e200c8df6,로라스타 리프트와 리프트 엑스트라 차이점 알려주세요,로라스타 리프트와 리프트 엑스트라 차이점 알려주세요,28,true,197,lift-model-differences,"Lift, Lift Plus, Lift Xtra 차이가 무엇인가요?",lift,Lift 시리즈,common,,,[],false
177,2026-06-02T13:31:40.265,2026-06-02T13:31:40.535911,2026-06-02,2026-06-01,2026-06,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,749c693e200c8df6,"Lift , lift Xtra중 고민하고 있습니다. 보통 가정집에사 가장 많이 사용하는 모델이 어떤건가요",lift lift xtra 중 고민하고 있습니다 보통 가정집에사 가장 많이 사용하는 모델이 어떤건가요,58,true,98,lift-model-differences,"Lift, Lift Plus, Lift Xtra 차이가 무엇인가요?",lift,Lift 시리즈,common,,,[],false
178,2026-06-02T13:34:14.962,2026-06-02T13:34:15.219946,2026-06-02,2026-06-01,2026-06,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,f1d6be3caadd3ee9,코드 선이 자동으로 들어가지 않아요,코드 선이 자동으로 들어가지 않아요,19,true,43,smart-water-not-moving,Smart에 물을 채웠는데 보일러통으로 들어가지 않는 것 같아요.,smart,Smart 시리즈,common,,,[],false
179,2026-06-02T13:34:27.397,2026-06-02T13:34:27.924192,2026-06-02,2026-06-01,2026-06,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,f1d6be3caadd3ee9,사용 설명서,사용 설명서,6,true,236,common-manual-video,사용 설명서나 영상은 어디서 볼 수 있나요?,common,공통 사용/관리,common,,,[],false
180,2026-06-02T14:04:05.918,2026-06-02T14:04:06.553752,2026-06-02,2026-06-01,2026-06,production_user,laurastar,Laurastar,POST,/faq/search,kakao_search,091fa071d308c010,로라스타 핸디스티머 미기 스팀 살균 의류관리기를 사용하고 있는데 급수 넣는 부분이 열리지가 않아서 A/S하려고 합니다,로라스타 핸디스티머 미기 스팀 살균 의류관리기를 사용하고 있는데 급수 넣는 부분이 열리지가 않아서 as 하려고 합니다,65,true,121,iggi-cap-stuck,IGGI 마개가 열리지 않아요.,iggi,IGGI 핸디형 스티머,common,,,[],false
181,2026-06-02T14:43:37.793,2026-06-02T14:43:37.905414,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,00c5e381b724ff8f,소음,소음,2,true,158,woods-소음이-커요,소음이 커요,troubleshoot,문제 해결,per_model,,,[],false
182,2026-06-02T14:43:41.989,2026-06-02T14:43:42.018712,2026-06-02,2026-06-01,2026-06,production_user,woods,우즈 (WOODS),POST,/skill/faq,kakao_unified_skill,00c5e381b724ff8f,SW22FW 소음이 커요,sw22fw 소음이 커요,13,true,158,woods-소음이-커요,소음이 커요,troubleshoot,문제 해결,per_model,SW22FW,,[],false
