session_id,user_hash,session_start_kst,session_end_kst,date_kst,week_start_kst,month_kst,brand,request_count,matched_count,unmatched_count,first_query,last_query,final_matched,final_faq_id,explicit_handoff_observed,one_turn_matched_end_proxy,faq_end_proxy,duration_minutes,interpretation_limit
S0069,ea546fb7f17e2e30,2026-06-18T11:49:47.695,2026-06-18T11:49:47.695,2026-06-18,2026-06-15,2026-06,laurastar,1,1,0,"안녕하세요 
BOSS IZZI 신세계 강남점에서 구매했었는데요
물통이 깨져서 재주문 하려 합니다.
이곳으로 문자 하면 되나요?","안녕하세요 
BOSS IZZI 신세계 강남점에서 구매했었는데요
물통이 깨져서 재주문 하려 합니다.
이곳으로 문자 하면 되나요?",true,izzi-boss-edition,false,true,true,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0070,7b3e6fe3918eed95,2026-06-19T16:07:52.255,2026-06-19T16:08:13.438,2026-06-19,2026-06-15,2026-06,laurastar,2,0,2,불량건,스팀 카트 불량 빨리 처리해주새요,false,,false,false,false,0.4,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0071,c406ec89af7efa39,2026-06-20T11:24:07.393,2026-06-20T11:24:07.393,2026-06-20,2026-06-15,2026-06,aarke,1,1,0,3를구매했는데 6월 10일에 했눈데 실린더를 벌써 다쓸수도 있나요?,3를구매했는데 6월 10일에 했눈데 실린더를 벌써 다쓸수도 있나요?,true,aarke-refill-cylinder-purchase,false,true,true,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0072,fa41f62ad105009f,2026-06-21T13:04:24.596,2026-06-21T13:04:24.596,2026-06-21,2026-06-15,2026-06,laurastar,1,0,1,As신청 어떻게 하나요,As신청 어떻게 하나요,false,,false,false,false,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0073,30553d0c4fa5e0f8,2026-06-21T18:47:49.265,2026-06-21T18:55:04.97,2026-06-21,2026-06-15,2026-06,laurastar,6,4,2,https://talk.kakaocdn.net/dna/A30Hm/dJMcbgqnx7Y/33JupAmaSvhSAMbjoU6uKs/i_8a847443055d.jpeg?credential=zf3biCPbmWRjbqf40YGePFLewdou7TIK&expires=1876643268&signature=d80ynpcll5UOL6VMtRJwHV0uWm0%3D,필터를 새걸로 교환 하고 해도 안 되고 필터를 빼고 해도 안 됩니다,true,exchange-model-change,false,false,true,7.3,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0074,0fcf6aec691618e3,2026-06-22T13:08:17.148,2026-06-22T13:08:17.148,2026-06-22,2026-06-22,2026-06,woods,1,0,1,제습기 회수도 늦고 회수 된 이후로도 왜 이렇게 진행이 느린지? 연락부탁합니다,제습기 회수도 늦고 회수 된 이후로도 왜 이렇게 진행이 느린지? 연락부탁합니다,false,,false,false,false,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0075,1ca233f140b7bfb8,2026-06-23T14:41:54.547,2026-06-23T14:41:54.547,2026-06-23,2026-06-22,2026-06,laurastar,1,0,1,입금했습니다,입금했습니다,false,,false,false,false,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0076,852bda0698089504,2026-06-24T09:22:19.344,2026-06-24T09:22:19.344,2026-06-24,2026-06-22,2026-06,aarke,1,1,0,처음 버튼을 누르면 탄산소리가 틀리게 들리고 두번째는 제대로 작동하는것 같은데 왜그런지요.  처음 제품을 받았을때 탄산누르는 버튼이 삐뚤게 좀 올라와 있던데 정상제품인지요,처음 버튼을 누르면 탄산소리가 틀리게 들리고 두번째는 제대로 작동하는것 같은데 왜그런지요.  처음 제품을 받았을때 탄산누르는 버튼이 삐뚤게 좀 올라와 있던데 정상제품인지요,true,aarke-gas-button-no-response,false,true,true,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0077,852bda0698089504,2026-06-24T09:58:02.788,2026-06-24T09:58:02.788,2026-06-24,2026-06-22,2026-06,aarke,1,1,0,탄산을 넣을 때 소리가 크게 나는데 고장인가요?,탄산을 넣을 때 소리가 크게 나는데 고장인가요?,true,aarke-carbonation-sound-normal,false,true,true,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0078,e83d20743cf407c7,2026-06-24T13:54:27.486,2026-06-24T14:09:01.994,2026-06-24,2026-06-22,2026-06,aarke,5,4,1,구입했는데 장품등록을 어떻게 하나오,가스 주입 후 받침 아래에 물이 고여있던데 정상인가요,true,aarke-gas-button-no-response,false,false,true,14.6,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0079,64e36cf65d1c4930,2026-06-25T12:31:43.822,2026-06-25T12:32:00.136,2026-06-25,2026-06-22,2026-06,laurastar,2,0,2,"안녕하세요 
24년 11월에 구입하여
작년 10월 as를 받았습니다 
그런데 같은 문제가 발생해서요
어제 스팀이 안나오다가 사용을 중단하고 오늘 전원을 켰는데 깜박거리기만합니다
As 부탁드립니다",수돗물요,false,,false,false,false,0.3,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0080,64e36cf65d1c4930,2026-06-25T13:53:33.698,2026-06-25T13:53:33.698,2026-06-25,2026-06-22,2026-06,laurastar,1,0,1,"안녕하세요 
꼼꼼하게 청소하고 나니 작동됩니다
수고하세요 ~^^","안녕하세요 
꼼꼼하게 청소하고 나니 작동됩니다
수고하세요 ~^^",false,,false,false,false,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0081,08c6e0ebfcdcb6cd,2026-06-26T14:14:10.337,2026-06-26T14:14:10.337,2026-06-26,2026-06-22,2026-06,woods,1,0,1,ㅁ에ㅔ,ㅁ에ㅔ,false,,false,false,false,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0082,163f6a72ff9d6cb2,2026-06-26T16:30:51.826,2026-06-26T16:30:51.826,2026-06-26,2026-06-22,2026-06,laurastar,1,1,0,"사우스시티점 입니다
고객님 as건 매장에서 어제 파주로 보냈어요
온라인접수한상태
김혜연고객  010 7294 4547
박스안에 고객 연락처 누락했어요
챙겨봐주세요(초기불량건)","사우스시티점 입니다
고객님 as건 매장에서 어제 파주로 보냈어요
온라인접수한상태
김혜연고객  010 7294 4547
박스안에 고객 연락처 누락했어요
챙겨봐주세요(초기불량건)",true,as-before-check,false,true,true,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0083,4b2bb721242e6a2f,2026-06-26T17:00:07.214,2026-06-26T17:00:07.214,2026-06-26,2026-06-22,2026-06,woods,1,1,0,안녕하세요,안녕하세요,true,base-greeting,false,true,true,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0084,ef40e5cb1067857d,2026-06-26T17:05:20.42,2026-06-26T17:05:57.876,2026-06-26,2026-06-22,2026-06,laurastar,2,1,1,https://talk.kakaocdn.net/dna/do38Jk/dJMca9EOcum/VFwmVLKbj6I2KUmD2tItwH/talkv_high.mp4?credential=zf3biCPbmWRjbqf40YGePFLewdou7TIK&expires=1877069120&signature=SzAdOcI%2BUExdO2XC8Ywi7vfP8Jk%3D,물을 다시 다 뺏다 넣어도 보고. 물통에 부래 움직임도 다 확인해서 이상없는거 확인했는데.. 계속 물부족불 들어온다네요..,false,,false,false,false,0.6,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0085,ef40e5cb1067857d,2026-06-26T18:30:03.318,2026-06-26T18:30:03.318,2026-06-26,2026-06-22,2026-06,laurastar,1,0,1,네~ 주말 잘보내세요~:),네~ 주말 잘보내세요~:),false,,false,false,false,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0086,3c3090d8f6d59e1a,2026-06-27T14:46:18.672,2026-06-27T14:46:18.672,2026-06-27,2026-06-22,2026-06,laurastar,1,1,0,필터 교체해도 알람이 깜박이고 스팀이 나오지않아요,필터 교체해도 알람이 깜박이고 스팀이 나오지않아요,true,izzi-lift-filter-replacement,false,true,true,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0087,d5fc7c457378dc56,2026-06-28T20:06:43.03,2026-06-28T20:06:43.03,2026-06-28,2026-06-22,2026-06,aarke,1,0,1,가스리필 신청합니다.,가스리필 신청합니다.,false,,false,false,false,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0088,9cbb35102ece4817,2026-06-29T11:08:43.637,2026-06-29T11:11:56.102,2026-06-29,2026-06-29,2026-06,laurastar,2,1,1,안녕하세요 as문의 드립니다,https://talk.kakaocdn.net/dna/bFDVN7/dJMcaGCHZFB/JdGKMHP1jkWCULrKi7YeLo/talkv_high.mp4?credential=zf3biCPbmWRjbqf40YGePFLewdou7TIK&expires=1877307115&signature=u0ZY33%2FM5oDAvy37sMhL1YDQ8bY%3D,true,smart-model-differences,false,false,true,3.2,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0089,d27091c1fa3b2ba8,2026-06-29T14:09:46.251,2026-06-29T14:12:15.865,2026-06-29,2026-06-29,2026-06,aarke,10,7,3,,프로랑 3 차이점,true,aarke-carbonator3-vs-pro,false,false,true,2.5,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0090,cb82afd4361bc48d,2026-06-29T14:40:58.776,2026-06-29T14:41:17.6,2026-06-29,2026-06-29,2026-06,laurastar,2,1,1,https://talk.kakaocdn.net/dna/MiOSf/dJMca5oVVgm/0F0rCUCU5v3wYm1gy9kxpJ/i_2fecb0b83424.jpg?credential=zf3biCPbmWRjbqf40YGePFLewdou7TIK&expires=1877319658&signature=sp%2B0DmrHi5LZ%2FxTwTcB91SqaNiI%3D,물나오는 부분이,false,,false,false,false,0.3,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0091,ee9636e82000664a,2026-06-29T15:06:00.259,2026-06-29T15:06:00.259,2026-06-29,2026-06-29,2026-06,laurastar,1,0,1,.,.,false,,false,false,false,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0092,629ec2d7c9814dbc,2026-06-29T19:09:11.658,2026-06-29T19:09:11.658,2026-06-29,2026-06-29,2026-06,litter-robot,1,1,0,안녕하세요,안녕하세요,true,base-greeting,false,true,true,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0093,629ec2d7c9814dbc,2026-06-29T22:25:25.504,2026-06-29T22:25:25.504,2026-06-29,2026-06-29,2026-06,litter-robot,1,1,0,와이파이 연결이 안돼요,와이파이 연결이 안돼요,true,litter-robot-와이파이-연결이-안돼요,false,true,true,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
S0094,bd8cda8cb862999d,2026-06-30T00:49:58.719,2026-06-30T00:49:58.719,2026-06-30,2026-06-29,2026-06,aarke,1,0,1,실린더충전 접수,실린더충전 접수,false,,false,false,false,0,FAQ 종료 추정은 해결 완료 또는 상담 미연결을 증명하지 않음
